name,isAdmin,logo,banner,description,tagLine,followerCount,website,domain,industry,companySize,type,founded,companyAddress,mainCompanyID,industryCode,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,headquarters,specialties,relatedCompanies1,relatedCompanies2,relatedCompanies3,relatedCompanies4,relatedCompanies5,relatedCompanies6,relatedCompanies7,relatedCompanies8,relatedCompanies9,relatedCompanies10,relatedCompanies11,relatedCompanies12,relatedCompanies13,relatedCompanies14,relatedCompanies15,relatedCompanies16,error,phone
Wayne Brothers Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4E0BAQEBky9NNfSz0A/company-logo_400_400/0/1556201264318?e=1646265600&v=beta&t=5W42wqxvEzc5g7dk7vOnpWOoucIFmTzeHyV9WK0jS9I,https://media-exp1.licdn.com/dms/image/C4E1BAQEWUFQLZLd3iQ/company-background_10000/0/1539286122574?e=1637996400&v=beta&t=RxQMGnwL5cJX4pl277f2pCb9CHSrItmnGScqM313p3E,"Founded in 1985, Wayne Brothers is a Design-Build Specialty Contractor serving the Southeast. Specialties include Design-Build / Design-Assist, Geotechnical Solutions, Civil & Infrastructure, Turnkey Concrete, Placing & Finishing, Equipment Rigging & Setting, and Utility & Process Piping Systems. Wayne Brothers utilizes over 35 years of hands-on construction experience, coupled with in-house engineering expertise, to develop optimal project solutions from the ground up to the anchor bolts, plus some.
 
The primary markets that Wayne Brothers serves are manufacturing, industrial, data center, sports facilities, healthcare, energy infrastructure, multi-family, higher education and commercial.

OUR CORE PURPOSE
""Building Together In Pursuit Of Excellence""​

OUR CORE VALUES
Develop & Empower People
Be Responsible & Accountable
Pioneer Proactive Solutions
Nurture Relationships

OUR ENVISIONED FUTURE
To Become The #1 Construction Services Team","A Design-Build Specialty Contractor: Concrete Construction, Civil & Infrastructure, & Industrial Contracting Solutions ",5886,http://www.waynebrothers.com,waynebrothers.com,Construction,201-500 employees,Privately Held,1985,,529600,48,https://www.linkedin.com/sales/company/529600/,238,Wayne Brothers Companies,https://www.linkedin.com/company/wayne-brothers-companies/,2021-11-26T06:17:44.694Z,https://www.linkedin.com/company/wayne-brothers-companies/,"Davidson, NC","Concrete Construction, Equipment Foundations, Grading Construction, Data Centers, Site Work, Energy Infrastructure, Ductilcrete, Parking Decks, Commercial Construction, Civil & Infrastructure Construction, Sports Stadiums, Earth Moving, Utility Construction, VDC, BIM, Building Information Modeling, Electrical Ductbanks, Manufacturing Plants, Multi-Family, Concrete Placing & Finishing, process integration, Process piping, equipment rigging, equipment installation, utility piping, design-build, geotechnical, deep foundations, ground improvements, and earth retention systems",https://www.linkedin.com/company/megaslab/,https://www.linkedin.com/company/lithko-contracting/,https://www.linkedin.com/company/baker-concrete-construction/,https://www.linkedin.com/company/crowder-construction-company/,https://www.linkedin.com/company/fessler-&-bowman-inc-/,https://www.linkedin.com/company/blythe-construction/,https://www.linkedin.com/company/samet-corporation/,https://www.linkedin.com/company/dpr-construction-inc/,https://www.linkedin.com/company/messer-construction-co/,https://www.linkedin.com/company/wright-brothers-construction-company-inc-/,,,,,,,,704-956-2200
Naachiaa Group Of Companies,FALSE,,,"Naachiaa Group Of Companies is a company consisting of Plant Pool which speciallies in Contract mining, plant hiring and civil works and Estates which sell building products such as block, kerbs, pavement products all sizes where us the quarry deals with all type of construction aggregates.",,90,http://naachiagroup.com,naachiagroup.com,Construction,201-500 employees,Privately Held,1991,"DarfourRoad, Kumasi Sawuah Road, Off Lake Road  GH",1874392,48,https://www.linkedin.com/sales/company/1874392/,19,Naachiaa Group Of Companies,https://www.linkedin.com/company/naachiaa-group-of-companies/about/,2021-11-26T06:18:02.075Z,https://www.linkedin.com/company/naachiaa-group-of-companies/,"Kumasi Sawuah Road, Off Lake Road","Hiring Of Plants, Contract mining, Civil Works and Quarry Products, Concrete Products",https://www.linkedin.com/company/finex-sa-group-of-companies/,https://www.linkedin.com/company/coinage-enterprises/,https://www.linkedin.com/company/exell-groep-van-maatskappye-group-of-companies/,https://www.linkedin.com/company/zacno-companies/,https://www.linkedin.com/company/leajoy-group-of-companies/,https://www.linkedin.com/company/chirandu-group-of-companies/,https://www.linkedin.com/company/prea-africa-safari-adventures/,https://www.linkedin.com/company/efficacy-group-of-companies/,https://www.linkedin.com/company/tsemex-group-companies/,https://www.linkedin.com/company/wilbertz-group/,,,,,,,,
C & E GROUP OF COMPANIES,FALSE,https://media-exp1.licdn.com/dms/image/C4E0BAQHIKHYkMBQOzw/company-logo_400_400/0/1616837485488?e=1646265600&v=beta&t=IO3DL6W32xvzmYeQgVuamM3QZm1RaQuALRNlM_FT2k8,https://media-exp1.licdn.com/dms/image/C4E1BAQETs28Y74NZOQ/company-background_10000/0/1619009448020?e=1637996400&v=beta&t=39yLTmWKGxgWjRJtiJUWoDblLHjDLHfGXMjUWfL8ylk,"C & E FACILITIES MANAGEMENT AND SUPPORT SERVICES (CEFMSS) is a fully owned Ghanaian company established on the deep conviction of the company to provide world-class service that will exceed the expectation of our customers and clients. This conviction was nurtured in the over 8 years of service in the facilities management industry in Ghana. CEFMSS specializes in both industrial and residential facilities management and has an unparalleled reputation for service, quality, professionalism and customer satisfaction. The company has branches in Greater Accra, Western Region.
The company was registered in 2020 as a limited liability company under the Companies Code 1963 ACT 179 of the Republic of Ghana and is duly registered with the Registrar General’s Department. 
OUR CORPORATE MISSION 
To provide quality industrial and domestic service delivery through our proficient professionals tailored to satisfy our customers.

OUR OBJECTIVES
Our corporate objectives reflect our ability to Mobilize, Train and Equip our employees to provide perfect service delivery to corporate bodies and institutions by using appropriate skills and taking advantage of the information age, coupled with our sterling customer service while earning appropriate returns for our shareholders and to give equal opportunity for our employees to excel in their area of endeavors.
","REAL ESTATE
CLEANING
IT SUPPLY AND SERVICE",25,https://cegroupofcompany.business.site,https://cegroupofcompany.business.site,Construction,11-50 employees,Partnership,,"COMMUNITY 18 JUCTION, BEHIND THE KFC, ACCRA, GHANA 00233, GH",76761201,48,https://www.linkedin.com/sales/company/76761201/,2,C & E GROUP OF COMPANIES,https://www.linkedin.com/company/c-e-group-of-companies/,2021-11-26T06:18:10.854Z,https://www.linkedin.com/company/c-e-group-of-companies/,"ACCRA, GHANA","DOMESTIC & COMMERCIAL CLEANING, WINDOW CLEANING, PEST CONTROL, DISINFECTION, HOTEL & LAUNDR SUPPLIES, CLEANING EQUIPMENT AND CHEMICAL SUPPLIES, IT SUPPLY & SERVCES, REAL ESTATE DEVELOPMENT, FACILITIES MANAGEMENT, and CAR RENTALS",,,,,,,,,,,,,,,,,,303970754
Jospong Group of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4E0BAQFY0qoAYKGn5Q/company-logo_400_400/0/1526055792056?e=1646265600&v=beta&t=gjJWq38p924f8tUIKLcqoTtC5OpRb45EWRh9ayqkLqw,https://media-exp1.licdn.com/dms/image/C4E1BAQG-ZVcByg2JLw/company-background_10000/0/1526055833170?e=1637996400&v=beta&t=_d4k__a8_lfjFjMb26gaXkYCdyBar87gz2ppeWarR6o,"The Jospong Group of Companies is one of the most diversified holdings companies in Ghana with operations in other African countries and Asia. The company has business interest in about 13 sectors of the economy with its biggest operations in Waste management, ICT and Banking as well as Automobile and Equipment.
Established in 1995, as a printing press, the company has since its inception experienced phenomenal growth and now has operations covering diverse sectors with over 40 companies with a focus on delivery quality services and products using simple technology at competitive prices.
Jospong Group's core business is to identify gaps, churn out innovative businesses and build capacities to provide value and nurture them to become market leaders; fit to play on both the local and international markets.


OUR MISSION: Improving the lives of people

OUR VISION: To be the most successful African Holding company, leading in every sector we operate.

OUR CORE VALUES: Godliness & Fellowship, Service Excellence, Stewardship, People Focused, Team Work



",Improving the lives of people,1575,http://www.jospongroup.com/,jospongroup.com,International Trade & Development,"5,001-10,000 employees",Privately Held,1995,"University Farm Rd, Madina, Admin Block, K-Aiswam, Accra, Ghana 00233, GH",28663476,141,https://www.linkedin.com/sales/company/28663476/,109,Jospong Group of Companies,https://www.linkedin.com/company/jospong-group-of-companies/,2021-11-26T06:18:22.131Z,https://www.linkedin.com/company/jospong-group-of-companies/,"Accra, Ghana","Waste Management, Banking and Finance, ICT, Oil and Gas, Logistics, Manufacturing, Business Facilitation, International Businesses, Printing and Publishing, Quarry and Mining, Agric and Agro Business, Plant and Equipment, and Multimedia",https://www.linkedin.com/company/zoomlion-ghana-ltd./,https://www.linkedin.com/company/dredge-masters-gh/,https://www.linkedin.com/company/pureco-ltd-/,https://www.linkedin.com/company/docupro_2/,https://www.linkedin.com/company/zoilserviceslimited/,https://www.linkedin.com/company/amaristerminal/,https://www.linkedin.com/company/kasapreko-company-limited/,https://www.linkedin.com/company/martmasteryconsult/,https://www.linkedin.com/company/zenpetroleumlimited/,https://www.linkedin.com/company/mtn-ghana/,,,,,,,,544326770
Chamber of Free Zones Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4D0BAQGFLh33SDbDHA/company-logo_400_400/0/1563193936853?e=1646265600&v=beta&t=7VBRupH7rZ-3pEnzlLZ7hL5iVIsaVZhUhAIo_1WKLgs,,The Chamber of Free Zones Companies (CFZC) is a private sector business association of companies operating within the free zones space in Ghana with the objective of being the preeminent collective voice and united forum for industry players.,Trade The World Connected,32,http://www.freezoneschamber.com,freezoneschamber.com,International Trade & Development,2-10 employees,Nonprofit,2019,"Independence Avenue, Accra, Gtreater Accra 00233, GH",10923616,141,https://www.linkedin.com/sales/company/10923616/,1,Chamber of Free Zones Companies,https://www.linkedin.com/company/chamber-of-free-zones-companies/,2021-11-26T06:18:32.874Z,https://www.linkedin.com/company/chamber-of-free-zones-companies/,"Accra, Gtreater Accra","Advocay, Representation, Business Promotion & Development, and Networking",https://www.linkedin.com/company/escort-group-of-companies/,https://www.linkedin.com/company/jospong-group-of-companies/,https://www.linkedin.com/company/wilbertz-group/,https://www.linkedin.com/company/shopimart/,https://www.linkedin.com/company/n-g-group-of-companies/,https://www.linkedin.com/company/retshego-group-of-companies/,https://www.linkedin.com/company/salberg-group-of-companies/,https://www.linkedin.com/company/maswana-consulting/,https://www.linkedin.com/company/ohretz/,https://www.linkedin.com/company/leaugue-of-companies/,,,,,,,,+233 241313710
,,,,,,,,,,,,,,,,,,,https://www/linkedin.com/company/5star-group-of-companies/,2021-11-26T06:18:35.072Z,,,,,,,,,,,,,,,,,,,,Not a Company URL,
OGDC Group Of Companies,FALSE,,,"Project Management Company, providing a comprehensive range of Consultancy, Project Assurance and Project Execution Services to the upstream and downstream oil and gas industry, with business streams providing services to the construction, infrastructure, heavy engineering and marine industries",,1247,http://www.ogdcorporation.com,ogdcorporation.com,Oil & Energy,11-50 employees,Privately Held,,"Tema, GH",1247101,57,https://www.linkedin.com/sales/company/1247101/,73,OGDC Group Of Companies,https://www.linkedin.com/company/ogdc-group-of-companies/,2021-11-26T06:18:42.508Z,https://www.linkedin.com/company/ogdc-group-of-companies/,,,https://www.linkedin.com/company/oil-&-gas-development-company-ltd.-pakistan/,https://www.linkedin.com/company/ogdc/,https://www.linkedin.com/company/ogdcl/,https://www.linkedin.com/company/pakistan-state-oil-company-pso-/,https://www.linkedin.com/company/mari-petroleum-company-limited/,https://www.linkedin.com/company/attock-petroleum-limited/,https://www.linkedin.com/company/engro-corp/,https://www.linkedin.com/company/pakistan-petroleum-limited/,https://www.linkedin.com/company/hascol/,https://www.linkedin.com/company/pakistantobaccocompany/,,,,,,,,
GHANABA GROUP OF COMPANIES,FALSE,https://media-exp1.licdn.com/dms/image/C4D0BAQHiwhuX6mXdcw/company-logo_400_400/0/1589131685865?e=1646265600&v=beta&t=VP4yifBzgUPm1WC48xE5JbP9IrAUa8fv7LRX01E2vQM,https://media-exp1.licdn.com/dms/image/C4D1BAQFtiTwIeyg5Pg/company-background_10000/0/1589197044187?e=1637996400&v=beta&t=eyJY6MNzQsvKjpig98Aisa81f6ow87O96FfbtS-b7g8,"Investment, Quarry services, Oil and Gas","A multi national company who is into oil and gas, quarry and service provision.",10,,,Oil & Energy,11-50 employees,Public Company,2000,"Accra, Airport City 00233, GH",53084760,57,https://www.linkedin.com/sales/company/53084760/,,GHANABA GROUP OF COMPANIES,https://www.linkedin.com/company/ghanaba-group-of-companies/,2021-11-26T06:18:52.302Z,https://www.linkedin.com/company/ghanaba-group-of-companies/,"Accra, Airport City","quarry, Homesense, Investment, and Aviation",https://www.linkedin.com/company/ghb-properties/,https://www.linkedin.com/company/ghanaba-investments-limited/,https://www.linkedin.com/company/ebeckssystems/,https://www.linkedin.com/company/muffin-group-of-companies/,https://www.linkedin.com/company/dan-devan-group-of-companies/,https://www.linkedin.com/company/asanduff-group-of-companies/,https://www.linkedin.com/company/chamber-of-free-zones-companies/,https://www.linkedin.com/company/escort-group-of-companies/,https://www.linkedin.com/company/jospong-group-of-companies/,https://www.linkedin.com/company/lipton-media/,,,,,,,,
Dan-deVan Group of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4E0BAQHnUFNks1W6hg/company-logo_400_400/0/1519870990567?e=1646265600&v=beta&t=0GbmyvyaVTPF59Ap7Z9dFdCnsBGZIyri6KFKcmFOJaw,,"From a humble beginning, the Dan-deVan Group of Companies has a grown into a highly valued business group with a social conscience of building a global multi product and multi branded company.",,15,http://www.dandevan.com,dandevan.com,Logistics & Supply Chain,11-50 employees,Sole Proprietorship,2009,"P.O. Box A193, La-Accra, P.O. Box A193, La-Accra, Accra, Accra +233, GH",15214697,116,https://www.linkedin.com/sales/company/15214697/,4,Dan-deVan Group of Companies,https://www.linkedin.com/company/dan-devan-group-of-companies/about/,2021-11-26T06:19:09.365Z,https://www.linkedin.com/company/dan-devan-group-of-companies/,"Accra, Accra","SHIPPING AND LOGISTICS, CONSTRUCTION, GENERAL TRADE, and SOCCER CLUB",https://www.linkedin.com/company/asanduff-group-of-companies/,https://www.linkedin.com/company/ghana-professionals-network/,https://www.linkedin.com/company/ghana-nlp/,https://www.linkedin.com/company/cimg/,https://www.linkedin.com/company/ghana-school-of-law/,https://www.linkedin.com/company/ghana-highways-authority/,https://www.linkedin.com/company/aviance-ghana/,https://www.linkedin.com/company/japan-motors-nissan-ghana/,https://www.linkedin.com/company/avis-ghana/,https://www.linkedin.com/company/omnibankgh/,,,,,,,,
Zeera Group of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4E0BAQGpy6F6rqbsgA/company-logo_400_400/0/1519897196172?e=1646265600&v=beta&t=KfluDHZGIWwzbzziDhhb85QJ0dlYXoaHg3kjEORxG_E,,"Zeera Group is one of the most diversified business conglomerates in Ghana with reputation for excellence reflected in both its service delivery and products.

This platform would serve as an information sharing hub and database for Zeera Group staff, its partners, prospective partners and the general public.",,115,http://www.zeeragroupghana.com,zeeragroupghana.com,Business Supplies & Equipment,201-500 employees,Public Company,2004,"Ward F, Block 5,  #246, East Cantonments, Accra, Greater Accra  GH",10036871,138,https://www.linkedin.com/sales/company/10036871/,16,Zeera Group of Companies,https://www.linkedin.com/company/zeera-group-of-companies/about/,2021-11-26T06:19:26.592Z,https://www.linkedin.com/company/zeera-group-of-companies/,"Accra, Greater Accra","Pharmaceutical, FMCG, Mobile/ Telecommunication, Manufacturing, Agriculture, Insurance, and Real Estate",https://www.linkedin.com/company/zoomlion-ghana-ltd./,https://www.linkedin.com/company/isp-ltd/,https://www.linkedin.com/company/dan-devan-group-of-companies/,https://www.linkedin.com/company/asanduff-group-of-companies/,https://www.linkedin.com/company/guinness-ghana-breweries-plc/,https://www.linkedin.com/company/sich-shop/,https://www.linkedin.com/company/ghana-professionals-network/,https://www.linkedin.com/company/ghana-nlp/,https://www.linkedin.com/company/cimg/,https://www.linkedin.com/company/ghana-school-of-law/,,,,,,,,
Ghana Association of  Software & IT Services Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4E0BAQGe6l5IG2KzLQ/company-logo_400_400/0/1519880424053?e=1646265600&v=beta&t=BJeA1YDpHkgUFQxXB0OntWXfrLNGdw3qtJ36dzO38LU,,"The primary objective of GASSCOM is to act as a catalyst for the growth of IT-enabled and BPO industry by playing a key advocacy role to influence government to prepare the enabling environment through appropriate legislation that will foster the growth of the outsourcing industry. Other goals include facilitation of strong bonds and trade between outsourcing companies in Ghana and develop strong association with global outsourcing trade groups, and collaborate with investment partners to promote the indus",,540,,,Information Technology & Services,0-1 employees,Government Agency,2007,"4th Floor Total House, Accra, 25 Liberia Road,Accra, Accra, Accra +233, GH",2560067,96,https://www.linkedin.com/sales/company/2560067/,9,Ghana Association of  Software & IT Services Companies,https://www.linkedin.com/company/ghana-association-of-software-&-it-services-companies/about/,2021-11-26T06:19:43.971Z,https://www.linkedin.com/company/ghana-association-of-software-&-it-services-companies/,"Accra, Accra",Advocacy and Training,https://www.linkedin.com/company/sfc-software-for-companies-gmbh/,https://www.linkedin.com/company/okdesk/,https://www.linkedin.com/company/yobisys-solution/,https://www.linkedin.com/company/itcompaniescareers/,https://www.linkedin.com/company/hobitcom/,https://www.linkedin.com/company/sales-label-in-it/,https://www.linkedin.com/company/hsdspl/,https://www.linkedin.com/company/aspen-growth-advisory-services/,https://www.linkedin.com/company/top-b2b-software-companies/,https://www.linkedin.com/company/pre-soft/,,,,,,,,
Mctanjo Group of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4D0BAQHlHTCqR94L6g/company-logo_400_400/0/1620656978397?e=1646265600&v=beta&t=tBWYqOaTzdcrYwlQFtXEaEIMP_ZQyjApCFvev0h7qYI,https://media-exp1.licdn.com/dms/image/C4D1BAQEqMMnWe0c9Zg/company-background_10000/0/1620657106151?e=1637996400&v=beta&t=CDC21UJ9Xgf1lmXArXhzgZraBuz7SJn66OycQK7PnbQ,"Mctanjo Group of Companies is a Ghanaian Owned Real Estate Company that provides the following services;

1. Sale of Litigation free Serviced Plots
2. Surveying and Registration of Land
3. Building and Construction Services
4. Supply of Building Materials

",Hassle-Free Real Estate Solutions ,36,https://mctanjo.com/,https://mctanjo.com,Real Estate,11-50 employees,Privately Held,,"1212- Off the African Ancestral Wall Road, Kopodor-Ningo-Prampram, Ningo-Prampram,   GH | Galaxy Oil Filling Station- Prampram, Prampram, ,   GH",72693562,44,https://www.linkedin.com/sales/company/72693562/,,Mctanjo Group of Companies,https://www.linkedin.com/company/mctanjo-group-of-companies/,2021-11-26T06:19:53.602Z,https://www.linkedin.com/company/mctanjo-group-of-companies/,,"Real Estate , Sale of Serviced Plots, Land Title Registration Services, Sale of Building Materials, Building Construction, Road Construction, Land Survey Services, and Litigation Free Land",,,,,,,,,,,,,,,,,,270087060
Related Companies,FALSE,https://media-exp1.licdn.com/dms/image/C560BAQFSrXKhTn7PHA/company-logo_400_400/0/1519856165351?e=1646265600&v=beta&t=-YKo-IkDUfdl0_ni6xfyN49n5jyuVGit0XIPzeu_rb0,https://media-exp1.licdn.com/dms/image/C4D1BAQGbubBivAoLhA/company-background_10000/0/1587764880049?e=1637996400&v=beta&t=h3mWjgNjLTMVLr2Jduy_uGiJR3ZbPoimKi0Vsw8y_SM,"Related Companies is a global real estate and lifestyle company defined by innovation and the most prominent privately-owned real estate firm in the United States. Formed over 45 years ago, Related is the largest private owner of affordable housing and a fully-integrated, highly diversified industry leader with experience in virtually every aspect of development, acquisitions, management, finance, marketing and sales. Headquartered in New York City, Related has offices and major developments in Boston, Chicago, Los Angeles, San Francisco, South Florida, Washington, D.C., Abu Dhabi and London, and boasts a team of approximately 4,000 professionals. Related was recently named to Fast Company Magazine’s list of the 50 Most Innovative Companies in the World. For more information about Related, please visit www.related.com.",Transforming urban life by pushing limits and creating cutting-edge spaces and experiences.,74325,http://www.related.com,related.com,Real Estate,"1,001-5,000 employees",Privately Held,1972,"New York, NY 10023, US",15945,44,https://www.linkedin.com/sales/company/15945/,2138,Related Companies,https://www.linkedin.com/company/related/,2021-11-26T06:20:04.417Z,https://www.linkedin.com/company/related/,"New York, NY","Real Estate Acquisition, Development, Property Management, and Real Estate",https://www.linkedin.com/company/tishman-speyer/,https://www.linkedin.com/company/brookfieldproperties/,https://www.linkedin.com/company/hines/,https://www.linkedin.com/company/relatedgroup/,https://www.linkedin.com/company/greystar/,https://www.linkedin.com/company/vornado-realty-trust/,https://www.linkedin.com/company/silverstein-properties/,https://www.linkedin.com/company/extell-development-company/,https://www.linkedin.com/company/lincoln-property-company/,https://www.linkedin.com/company/cbre/,,,,,,,,
Long & Foster Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4E0BAQFSiKAj9jAj7Q/company-logo_400_400/0/1570141231991?e=1646265600&v=beta&t=DvVddF4kd7ymBcnm02PbcK9YBmrwJE9YAqzW3s88ofQ,https://media-exp1.licdn.com/dms/image/C4E1BAQFjsGWcgIvICQ/company-background_10000/0/1549399587432?e=1637996400&v=beta&t=vBJhHJpIWNW67x3n7csm_C7b9wjKY33Co2-wdgrxLcQ,"At Long & Foster, we’re more than just a team of professional real estate agents. We’re your trusted advisors, your practiced negotiators, your skilled house-hunters, your neighborhood experts and more. We work and live for the love of home, and no matter if we're helping you find or sell a property, insure and settle on it, or finance and rent it, we’ll diligently work for you every step of your journey home.","The nation’s #1 real estate firm, as part of HomeServices of America. Long & Foster. For the love of home.",19320,http://www.longandfoster.com,longandfoster.com,Real Estate,"10,001+ employees",Privately Held,1968,"14501 George Carter Way, Chantilly, Virginia 20151, US",201108,44,https://www.linkedin.com/sales/company/201108/,7337,Long & Foster Companies,https://www.linkedin.com/company/long-&-foster-companies/,2021-11-26T06:20:15.933Z,https://www.linkedin.com/company/long-&-foster-companies/,"Chantilly, Virginia","residential real estate, luxury homes, real estate, homes for sale, property for sale, commercial real estate, luxury real estate, landlord representation, retail, residential property mgmt, property management, mortgage, title, insurance, settlement, and vacation rentals",https://www.linkedin.com/company/avalon-real-estate-agency-inc./,https://www.linkedin.com/company/long-and-foster-realtors/,https://www.linkedin.com/company/long-and-foster-real-estate/,https://www.linkedin.com/company/long-&-foster-insurance-agency/,https://www.linkedin.com/company/bucksmontre/,https://www.linkedin.com/company/coldwell-banker/,https://www.linkedin.com/company/compassinc/,https://www.linkedin.com/company/keller-williams-realty-inc/,https://www.linkedin.com/company/century-21/,https://www.linkedin.com/company/ryan-companies-us-inc-/,,,,,,,,
"Ryan Companies US, Inc.",FALSE,https://media-exp1.licdn.com/dms/image/C4D0BAQHmo-R4pKf_og/company-logo_400_400/0/1519856894422?e=1646265600&v=beta&t=123Yo8d1UC5D6SrlfxM5lWZ30qJ-7_H4joF10P-WRIk,https://media-exp1.licdn.com/dms/image/C4E1BAQEIwuzRgLTT0A/company-background_10000/0/1636472070447?e=1637996400&v=beta&t=y39g1n3Eej2oF98v0gC845M71n-FFjDZj8Tf0CtuIUQ,"At Ryan Companies, we believe the value of the buildings we design, develop, finance, manage and construct is about more than dollars and cents – it’s also about the value they bring to the people who use them and the communities that surround them. That’s why we focus first on the “why” so we can give life to your vision and achieve the best possible outcome. 

As a national leader in commercial real estate services, we know that our customers are as unique as their projects. That’s why, day after day, we’re driven to uncover their stories. To be inspired by what inspires them. To bring the right people to the table so we can collaborate on a deeper, more engaging level. 

Together, we build something far more profound than the physical presence of a building. We build the backdrops to life’s stories.

At Ryan, our values – Safety, Integrity, Respect, Stewardship, Family, Excellence and Fun – define our culture and they shape and ignite the people who join our team.  They are more than words in a mission statement, they are the inspiration that guides our decisions and shapes our belief that we offer something no one else can. In the end, your building is better, your experience working with us more enjoyable, your community more vibrant and your project site safer – all because we embrace our values each day.",We Build Stories,36712,http://www.ryancompanies.com,ryancompanies.com,Real Estate,"1,001-5,000 employees",Privately Held,1938,,33649,44,https://www.linkedin.com/sales/company/33649/,1570,"Ryan Companies US, Inc.",https://www.linkedin.com/company/ryan-companies-us-inc-/,2021-11-26T06:20:26.333Z,https://www.linkedin.com/company/ryan-companies-us-inc-/,"Minneapolis, MN","Construction, Architecture + Engineering, Development, Real Estate Management, and Capital Markets",https://www.linkedin.com/company/mortenson/,https://www.linkedin.com/company/kraus-anderson-construction-company/,https://www.linkedin.com/company/ryan/,https://www.linkedin.com/company/je-dunn-construction/,https://www.linkedin.com/company/mccarthy-building-companies-inc/,https://www.linkedin.com/company/clarkconstructiongroup/,https://www.linkedin.com/company/mcgough-construction/,https://www.linkedin.com/company/adolfson-&-peterson-construction/,https://www.linkedin.com/company/dpr-construction-inc/,https://www.linkedin.com/company/turner-construction-company/,,,,,,,,612-492-4000
DNA325 - we develop and grow IT companies. R&D centers establishment.,FALSE,https://media-exp1.licdn.com/dms/image/C4D0BAQFgcevyjSckcA/company-logo_400_400/0/1541521794043?e=1646265600&v=beta&t=ooR3JIBlfp0lPi8de2WqJjGfm-eWzQ937wzVaPKLLm0,https://media-exp1.licdn.com/dms/image/C4D1BAQF3DLTzwK_hAg/company-background_10000/0/1584724930089?e=1637996400&v=beta&t=EDhdhfWLne4gAkjuOZ-_8v46yvHv-2TWQJQnr6o0Xqk,"DNA325 is a local partner for global companies and startups who are launching their Software Development and R&D centers in Ukraine.
At DNA325, we provide a simplified and cost-effective way to build your very own talented remote team in Ukraine: from hosting in our office space to local IT personnel recruiting and management. 

We recruit employees in the following areas: development, design, traffic, mobile&web affiliate, marketing, sales, customer support, content, etc. 

Our main qualification: 

1. Recruitment
2. Company formation/Operational support
3. HR Management 
4. Software development

Join our Telegram channels where you can find your potential employees as well as dream job: 
https://t.me/dna325_tech
https://t.me/dna325",Your back office and R&D center in Ukraine and CEE,1816,https://dna325.com,https://dna325.com,Information Technology & Services,11-50 employees,Privately Held,2016,,10830251,96,https://www.linkedin.com/sales/company/10830251/,38,DNA325 - we develop and grow IT companies. R&D centers establishment.,https://www.linkedin.com/company/dna325/,2021-11-26T06:20:37.371Z,https://www.linkedin.com/company/dna325/,"Austin, Texas","HR outsourcing, HR brand management, Personnel development, Change management, Recruitment, Employee Relations, Human Resources, HR Administration, Strategy development, Headhunting, Executive Search, Performance management, Outplacement, Consulting, Talent acquisition, Marketing, and Business Development",https://www.linkedin.com/company/itcompaniescareers/,https://www.linkedin.com/company/bestitcompanies/,https://www.linkedin.com/company/lab325/,https://www.linkedin.com/company/hiquest-group/,https://www.linkedin.com/company/we-do-it/,https://www.linkedin.com/company/it-companies-in-countries/,https://www.linkedin.com/company/cutiuy/,https://www.linkedin.com/company/humans-of-it-companies/,https://www.linkedin.com/company/kronitdoo/,https://www.linkedin.com/company/markit-eu/,,,,,,,,+1 512 861 1887
